Brand,Size,Price,Saleprice,Icon,Sku,Product Url,Description,Time,Available
Lululemon,ONE SIZE,12.00,9.00,,3798658,/p/hair-accessories/Fly-Away-Tamer-Headband-II-Lux-MD/_/prod9030615,"Keep your hair in place while
you work out with this
sweat-wicking headband that hugs
your head in all the right
places.",19:37:00,Not instock
Lululemon,ONE SIZE,14.00,9.00,,122850648,/p/hair-accessories/Cardio-Cross-Trainer-Headband-MD/_/prod100016,"Toss on this breathable, anti-stink headband to keep hair (and sweat) out of your face.",19:37:00,Not instock
Lululemon,ONE SIZE,38.00,29.00,,127452100,/p/bags/Take-it-On-Crossbody-Pouch-MD/_/prod10500067,"Your day isn't one dimensional
and neither is this bag. Wear
it around your neck or
crossbody, and use the shock
cord adjustor to customize the
length.",19:37:00,Available
Lululemon,ONE SIZE,68.00,49.00,,114750434,/p/bags/The-Yoga-Mat-Bag-MD/_/prod9570013,Never let your mat unravel on your way to class again. The zippered closure makes mat access and storage easy.,19:37:00,Not instock
Lululemon,ONE SIZE,178.00,119.00,,122976453,/p/bags/Define-Duffel-MD/_/prod10210210,"Define your day and go for it. With a wide-zip opening and plenty of organization, this duffle keeps your things right where you need them.",19:37:00,Not instock
Lululemon,ONE SIZE,38.00,29.00,,127600085,/p/bags/Feeling-Ready-Pouch-MD/_/prod10520961,"Keep your small things
organized in this soft,
pillow-like pouch made with
abrasion-resistant fabric to
withstand wear and tear.",19:37:00,Available
Lululemon,ONE SIZE,24.00,14.00,,125050036,/p/bags/Hold-On-Lanyard-MD/_/prod10390304,"Keys? Check. Cards? Check.
Keep those essentials right where you
can see them.",19:37:00,Not instock
Lululemon,ONE SIZE,34.00,24.00,,124877202,/p/bags/City-Adventurer-Backpack-Nano-MD/_/prod10210208,It's the little things. Clip this nano version of your favourite backpack to your pack or slide it through a belt-bag strap for a nano dose of extra storage.,19:37:00,Not instock
Lululemon,ONE SIZE,158.00,99.00,,127451664,/p/bags/Core-Backpack-20-MD/_/prod10510102,"Take a load off. This backpack 
offers lower lumbar support through a curved back panel and has plenty of pockets for easy-access storage.",19:37:00,Available
Lululemon,ONE SIZE,28.00,19.00,,133250049,/p/accessories/Double-Strap-Face-Mask-3P-MD/_/prod10520953,This non-medical face mask has adjustable straps that go around the back of your head and neck while smooth fabric contours your face.,19:37:01,Available
Lululemon,ONE SIZE,28.00,19.00,,125050105,/p/bags/Ever-Ready-Crossbody-Wallet-MD/_/prod10260113,Some wallets just shouldn't be pocketed. Case in point: this fancy wallet on a string with a snap closure. Wear it around your neck or cross-body.,19:37:01,Not instock
Lululemon,ONE SIZE,28.00,19.00,,127600112,/p/bags/Feeling-Ready-Pouch-Mini-MD/_/prod10520962,"Keep your small things
organized in this soft,
pillow-like pouch made with
abrasion-resistant fabric to
withstand wear and tear.",19:37:01,Available
Lululemon,ONE SIZE,36.00,,,105000003,/p/selfcare/Coola-Mineral-Sunscreen-Lotion-SPF30/_/prod9560158,"A multi-benefit solution for outdoor sweat session enthusiasts. It’s your daytime lotion, antioxidant infused bb cream, and SPF all in one.",19:37:01,Available
Lululemon,ONE SIZE,38.00,29.00,,125050084,/p/bags/Easy-Access-Crossbody-MD/_/prod10300065,"Avoid those where-did-I-put-my-phone moments. This cross-body bag is easy to carry, doubles as a belt bag, and fits your phone and passport.",19:37:01,Not instock
Lululemon,ONE SIZE,28.00,14.00,,125050094,/p/bags/Play-Forward-Crossbody-Pouch-MD/_/prod10260152,Cinch and go. This phone pocket holds just the essentials. Say so long to days of over packing.,19:37:01,Not instock
Lululemon,Travel,8.00,,,113800049,/p/selfcare/Body-Anti-Chafe-Balm/_/prod9560153,"Don’t feel the burn. This invisible balm made with natural ingredients, protects you from chafing during intense and long-distance workouts.",19:37:01,Available
Lululemon,Travel,12.00,,,113775036,/p/selfcare/Dede-Shampoo/_/prod9560155,"Cleans, balances, and gentle enough to use as part of your sweat-once-a-day routine. A delicate daily shampoo for all hair types.",19:37:01,Available
Lululemon,Travel,14.00,,,113800036,/p/selfcare/Dede-Conditioner/_/prod9560156,"Designed to hydrate and detangle, it’s the ideal addition to your post sweat routine. A delicate daily conditioner for all hair types.",19:37:01,Available
Lululemon,ONE SIZE,15.00,,,113800037,/p/selfcare/Shower-Sheet-12-Pack/_/prod9560176,"No time for a post-workout shower? These vegan, biodegradable shower sheets use 100% plant-based aromas to cleanse and refresh (Box of 12).",19:37:01,Available
Lululemon,ONE SIZE,36.00,,,105000004,/p/selfcare/Make-Up-Setting-Spray-SPF30/_/prod9560157,"The weightless, matte-finish helps your makeup stay on when you're on the move, and serves up a quick hit of hydration and sun protection.",19:37:01,Available
Lululemon,Travel,11.00,,,113675043,/p/selfcare/Su-Co-Wash/_/prod9560159,"Rich in antioxidant and anti-inflammatory vitamin C, this formula is made to moisturize and protect so you can use it as often as you train.",19:37:01,Available
Lululemon,ONE SIZE,15.00,,,114975095,/p/selfcare/Glacial-Cleansing-Cloth/_/prod9610187,,19:37:01,Available
Lululemon,ONE SIZE,22.00,,,3820490,/p/water-bottles/Purist-Team-Bottle/_/prod8900781,This squeezable bottle was designed for high speeds and easy-access hydration.,19:37:01,Available
Lululemon,ONE SIZE,14.00,,,114975094,/p/selfcare/Brightening-Face-Mask/_/prod9610176,,19:37:01,Available
Lululemon,ONE SIZE,32.00,,,121875036,/p/selfcare/Crush-the-Flush-Duo-Set/_/prod10200017,"Flushed face after hot, sweaty workouts? Our travel-size cleanser and moisturizer make a complete cooling, cleansing, and hydrating team. ",19:37:01,Available
Lululemon,ONE SIZE,42.00,,,113800038,/p/selfcare/Mineral-Sunscreen-Lotion-SPF30/_/prod9560154,This chemical-free formula makes for worry-free outdoor training sessions. Designed to hydrate and protect even the most sensitive skin.,19:37:01,Available
Lululemon,ONE SIZE,22.00,,,123000118,/p/yoga-accessories/Loop-It-Up-Mat-Strap-Reflective-M/_/prod4500512,"A no-fuss mat strap perfect  for carrying, well, your mat. It doubles as a strap to help you stretch. How about that? ",19:37:01,Available
Lululemon,ONE SIZE,38.00,,,114750392,/p/hats/Commission-Hat/_/prod8900828,"A good hat is hard to find, so
we made one. You'll want to
wear this anti-stink,
breathable cap every day of
the week.",19:37:01,Available
Lululemon,ONE SIZE,48.00,,,123052791,/p/water-bottles/Stay-Cool-Keep-Cold-Bottle-19oz/_/prod9960825,"Flip, sip, and go. This 
double-walled stainless steel 
bottle, with a straw lid, 
keeps your water nice and cold.",19:37:01,Available
Lululemon,ONE SIZE,148.00,,,127575089,/p/bags/On-My-Level-Bag-19L-IceDye/_/prod10520004,Power through your day with this cross-body bag. Add the removable shoulder strap when you want to take it hands-free.,19:37:01,Available
Lululemon,ONE SIZE,68.00,,,127575101,/p/bags/All-Night-Festival-Bag-3L/_/prod10440091,"The versatility of your favourite Festival Bag, this time in a convenient carry-all belt bag",19:37:01,Not instock
Lululemon,ONE SIZE,18.00,,,3788374,/p/yoga-accessories/Loop-It-Up-Mat-Strap-Eyelet/_/prod8900775,"We added eyelets to this super-simplified yoga mat strap so you can attach your Off the Mat Pouch, your keys, and more. ",19:37:01,Not instock
Lululemon,ONE SIZE,18.00,,,104426372,/p/hair-accessories/Metal-Vent-Tech-Headband/_/prod6020406,"Shaped for performance, this headband was designed to keep sweat off your face and out of your eyes.",19:37:01,Not instock
Lululemon,M/L,48.00,,,128150070,/p/gloves-mittens/Push-the-Limit-Training-Gloves/_/prod10370155,"Elevate your next gym session 
in these abrasion-resistant 
training gloves. Quick wraps 
help keep wrists secure during 
movements like kettle bell 
swings and rowing.",19:37:01,Available
Lululemon,S/M,42.00,,,117251763,/p/hats/License-to-Train-Women's-Hat/_/prod9820521,"Gear as tough as your
workouts. This
abrasion-resistant hat uses a
unique fit technology to
eliminate distractions so you
can focus on every lift.",19:37:01,Available
Lululemon,ONE SIZE,68.00,,,3746437,/p/yoga-mats/The-Reversible-Mat-3-TT/_/prod8680002,,19:37:01,Available
Lululemon,Travel,24.00,,,117125038,/p/selfcare/Crush-the-Flush-Face-Moisturizer/_/prod10200018,"Flushed face after hot, sweaty workouts? Our improved formula instantly cools and hydrates skin, while leaving a fresh, minty scent. It’s like a cold drink of water for your face.",19:37:01,Available
Lululemon,ONE SIZE,8.00,,,127429247,/p/hair-accessories/Uplifting-Scrunchie-Power-Mesh/_/prod10490028,Keep the sweat out of your eyes and your head in the game in this lightweight scrunchie.,19:37:01,Not instock
Lululemon,M/L,48.00,,,128150069,/p/gloves-mittens/License-to-Train-Boxing-Wraps/_/prod10370138,"Jab, hook, cross. These boxing 
wraps give your hands and 
wrists extra
padding and support under 
gloves during bag work and 
sparring.",19:37:01,Available
Lululemon,ONE SIZE,14.00,,,124877136,/p/hair-accessories/Skinny-Scrunchie-2-Pack/_/prod10250144,"Reduce hair breakage and keep
ponytails firmly in control
with these skinny scrunchies.",19:37:01,Available
Lululemon,M/L,42.00,,,127750085,/p/hats/License-to-Train-Womens-Hat/_/prod9960743,"Gear as tough as your
workouts. This
abrasion-resistant hat uses a
unique fit technology to
eliminate distractions so you
can focus on every lift.",19:37:01,Available
Lululemon,ONE SIZE,38.00,,,114750521,/p/hats/Baller-Hat/_/prod6020410,"Just toss on this ball cap and
get on with your day. The
interior mesh fabric sweatband
wicks moisture to help keep
you dry when things get sweaty.",19:37:01,Available
Lululemon,ONE SIZE,148.00,,,106050002,/p/bags/Mens-Cruiser-Backpack/_/prod3740013,"With room for your yoga mat, laptop, and sunglasses, this packed-with-pockets backpack cruises effortlessly from work
to workout.",19:37:01,Available
Lululemon,ONE SIZE,78.00,,,104451258,/p/bags/All-Night-Festival-Bag/_/prod9260014,"The versatility of your
favourite Festival Bag,
updated with sleek lines and a
modern look for every day.",19:37:01,Not instock
Lululemon,ONE SIZE,98.00,,,114825908,/p/bags/City-Adventurer-Backpack-Mini/_/prod9080169,This backpack was designed for quick work-to-workout transitions and features a built-in pocket for sweaty gear.,19:37:01,Not instock
Lululemon,ONE SIZE,28.00,,,127750424,/p/hats/Fast-Paced-Run-Visor/_/prod6020413,"The ultimate run-in-the-sun solution. This lightweight, wide-brim visor lets you keep the wind in your hair and the rays off your face.",19:37:01,Not instock
Lululemon,ONE SIZE,168.00,,,127600054,/p/bags/Quilted-Embrace-Backpack/_/prod10370156,Bring comfort to your day. This quilted backpack has an integrated harness to contour your body for ease of carrying.,19:37:01,Available
Lululemon,ONE SIZE,168.00,,,127600115,/p/bags/Quilted-Embrace-Tote/_/prod10370160,"This spacious, quilted tote has a padded harness for comfort and organization options for a day of going places.",19:37:01,Available
Lululemon,ONE SIZE,88.00,,,127429398,/p/bags/Quilted-Embrace-Belt-Bag/_/prod10370157,Bring comfort to your day. This quilted belt bag has an integrated harness to contour your body for ease of carrying.,19:37:01,Available
Lululemon,ONE SIZE,58.00,,,127600122,/p/bags/Quilted-Embrace-Pouch/_/prod10370159,"This quilted wristlet can do
it all. Use it as a pouch to
keep your small things
organized or as a clutch to
carry evening essentials.",19:37:01,Available
Lululemon,ONE SIZE,148.00,,,107200036,/p/bags/On-My-Level-Bag-Large/_/prod9270449,"With plenty of interior compartments, this slouchy tote keeps your belongings organized so you can power through your day. ",19:37:01,Available
Lululemon,ONE SIZE,118.00,,,125026559,/p/bags/Run-All-Day-Backpack-II/_/prod8450240,"This backpack was designed
with an ultra-lightweight
harness to keep the air
flowing when you're adventuring.",19:37:01,Available
Lululemon,ONE SIZE,14.00,,,127651043,/p/hair-accessories/Light-Locks-Scrunchie-II/_/prod9310040,Scrunchies: a classic for a reason. This lightweight version keeps hair out of the way while you train.,19:37:01,Available
Lululemon,L/XL,42.00,,,115650042,/p/gloves-mittens/License-to-Train-Training-Glove/_/prod9820513,"From deadlifts to pull-ups, 
these ventilated gloves help 
protect your hands while you 
train.",19:37:01,Available
Lululemon,ONE SIZE,148.00,,,124877271,/p/bags/Pack-and-Go-Backpack/_/prod10190207,"Meet your new travel buddy. 
This bag's easy to pack away, 
converts into three different 
bags, and has all the storage 
you need.",19:37:01,Available
Lululemon,Travel,12.00,,,113325036,/p/selfcare/Crush-the-Flush-Gel-Cleanser/_/prod10200020,"Reward your face for its hard work after class. This gentle cleanser cools, conditions, and hydrates your flushed post-workout skin.",19:37:01,Available
Lululemon,ONE SIZE,18.00,,,127429265,/p/hair-accessories/Knot-Stopping-Headband/_/prod10370132,"This knotted headband
keeps those pesky baby hairs at
bay after your workout.",19:37:01,Available
Lululemon,ONE SIZE,68.00,,,124877369,/p/bags/All-Night-Festival-Bag-Micro/_/prod9960617,"Even smalls things
need organization. The
versatility of your favourite
Festival Bag, now in a convertible cross-body micro
bag.",19:37:01,Available
Lululemon,ONE SIZE,78.00,,,124877165,/p/bags/City-Adventurer-Backpack-Micro/_/prod10250147,"This micro-sized City
Adventurer backpack has
adjustable shoulder straps and
converts easily into a cross-body bag.",19:37:01,Available
Lululemon,ONE SIZE,128.00,,,127600064,/p/bags/Quilted-Embrace-Crossbody/_/prod10370158,"Bring comfort to your day. Soft, quilted fabric and a structured, minimalist shape let you carry the essentials with ease.",19:37:01,Available
Lululemon,ONE SIZE,18.00,,,127500058,/p/hair-accessories/Hold-Your-Own-Headband-2pack/_/prod10370118,"Choose your comfort. These
soft headbands have an
adjustable slider and silicone
grip to help stay in place.",19:37:01,Available
Lululemon,ONE SIZE,178.00,,,123000057,/p/bags/Define-Duffel/_/prod9960669,"Define your day and go for it. With a wide-zip opening and plenty of organization, this duffle keeps your things right where you need them.",19:37:01,Available
Lululemon,ONE SIZE,14.00,,,127651046,/p/hair-accessories/Sleek-and-Strong-Hair-Ties-3-Pack/_/prod10370175,"Tame your pony with these
stretchy reflective hair ties.",19:37:01,Available
Lululemon,ONE SIZE,38.00,,,127600101,/p/bags/Feeling-Ready-Pouch/_/prod10370108,"Keep your small things
organized in this soft,
pillow-like pouch made with
abrasion-resistant fabric to
withstand wear and tear.",19:37:01,Available
Lululemon,ONE SIZE,14.00,,,100950000,/p/selfcare/Basic-Balm/_/prod9440265,"High-intensity breathing is hard work for a pair of lips. Natural ingredients help lock in moisture before, during, and after workouts.",19:37:01,Available
Lululemon,ONE SIZE,28.00,,,127600078,/p/bags/Feeling-Ready-Pouch-Mini/_/prod10370109,"Keep your small things
organized in this soft,
pillow-like pouch made with
abrasion-resistant fabric to
withstand wear and tear.",19:37:01,Available
Lululemon,M/L,38.00,,,3797480,/p/gloves-mittens/Uplift-Training-Gloves/_/prod8980412,"From deadlifts to pull-ups, these ventilated gloves help protect your hands while you train.",19:37:01,Not instock
Lululemon,ONE SIZE,128.00,,,110650091,/p/bags/On-My-Level-Bag-19L/_/prod9200738,Power through your day with this cross-body bag. Add the removable shoulder strap when you want to take it hands-free.,19:37:01,Available
Lululemon,ONE SIZE,12.00,,,3734428,/p/hair-accessories/W-Fly-Away-Tamer-Headband/_/prod1370362,"Keep your hair in place while
you work out with this
sweat-wicking headband that hugs
your head in all the right
places.",19:37:01,Available
Lululemon,ONE SIZE,18.00,,,117225588,/p/hair-accessories/Love-Revealed-Headband/_/prod9820522,"Lock that hair down and out of your face, this anti-stink headband has interior grippers that help prevent slippage while you train. ",19:37:01,Available
Lululemon,ONE SIZE,158.00,,,127600094,/p/bags/Go-Getter-Bag-20/_/prod10370117,"Sleek, modern, and
streamlined, this bag has the
versatility and functionality
you need for a full day.",19:37:01,Available
Lululemon,ONE SIZE,28.00,,,127429252,/p/hair-accessories/Skinny-Scrunchie-6-Pack/_/prod9820526,"Reduce hair breakage and keep
ponytails firmly in control
with these skinny scrunchies.",19:37:01,Available
Lululemon,ONE SIZE,48.00,,,127426337,/p/bags/Now-and-Always-Pouch/_/prod9610189,"This slim, double pouch makes
the perfect clutch—it has
plenty of functional pockets
and a hidden phone slot in the
middle.",19:37:01,Available
Lululemon,Full,18.00,,,101200006,/p/selfcare/Anti-Stink-Deodorant-Sandalwood/_/prod9440262,"This aluminum-free deodorant lets you sweat without smelling like it. The spray application is like a quick, cold shower for your pits.",19:37:01,Available
Lululemon,ONE SIZE,16.00,,,127429192,/p/hair-accessories/Uplifting-Oversized-Scrunchie/_/prod10370202,"When you want more than just a
pretty pony, this scrunchie is
a little extra wide for a
little extra flair.",19:37:01,Available
Lululemon,ONE SIZE,14.00,,,3785879,/p/hair-accessories/Light-Locks-Scrunchie/_/prod8351267,Scrunchies: a classic for a reason. This lightweight version keeps hair out of the way while you train.,19:37:01,Not instock
Lululemon,Travel,12.00,,,117075077,/p/selfcare/Super-Fine-Face-Mist/_/prod10200022,"Fresh in a flash. This ultra-fine face mist hydrates, mattifies, and soothes tired post-workout skin. Plant-based ingredients help create a protective barrier against pollution. ",19:37:01,Available
Lululemon,Full,18.00,,,101225007,/p/selfcare/Anti-Stink-Deodorant-Aloe/_/prod9440261,"This aluminum-free deodorant lets you sweat without smelling like it. The spray application is like a quick, cold shower for your pits.",19:37:01,Available
Lululemon,ONE SIZE,38.00,,,127425051,/p/water-bottles/The-Hot-Cold-Bottle-17/_/prod10390115,"Hey there, hot stuff. This 
bottle features a single-touch 
open-and-close lid for easy 
one-handed drinking on the go.",19:37:02,Available
Lululemon,ONE SIZE,168.00,,,132150142,/p/bags/Core-Duffel-2.0/_/prod10510089,"Plenty of pockets and ample volume make this duffle
ideal for packing everything
and knowing exactly where your essentials are. Grab handles keep you agile on the go.",19:37:02,Available
Lululemon,ONE SIZE,168.00,,,127500170,/p/bags/On-My-Level-Bag-Large-IceDye/_/prod10520005,"With plenty of interior compartments, this slouchy tote keeps your belongings organized so you can power through your day.",19:37:02,Available
Lululemon,ONE SIZE,24.00,,,134600093,/p/selfcare/No-Nasties-Hand-Sanitizer-3P/_/prod10520020,"Spread love, not germs. This hand sanitizer kills 99.9% of germs, is infused with probiotics to boost skin’s natural defenses, and releases moisture over time for soft, clean hands that don’t feel sticky.",19:37:03,Available
Lululemon,ONE SIZE,28.00,,,129350049,/p/selfcare/No-Nasties-Hand-Sanitizer/_/prod10520021,"Spread love, not germs. This hand sanitizer kills 99.9% of germs, is infused with probiotics to boost skin’s natural defenses, and releases moisture over time for soft, clean hands that don’t feel sticky.",19:37:03,Available
Lululemon,ONE SIZE,98.00,,,127575115,/p/bags/On-My-Level-Bag-Micro-IceDye/_/prod10520006,Sometimes less is more. This micro bag is designed to hold just what you need.,19:37:03,Available
Lululemon,ONE SIZE,28.00,,,126650134,/p/yoga-accessories/Release-and-Recover-Ball-Set/_/prod10190225,"Roll, release, melt. This set 
of three lightweight massage 
balls is designed to target 
post-workout tension in small, 
medium, and large muscle groups.",19:37:04,Available
Lululemon,ONE SIZE,42.00,,,127575065,/p/yoga-accessories/The-Towel-Wordmark/_/prod9990071,"Whether soaking up sweat during hot yoga classes or drying off post-shower, this absorbent microfibre towel handles it all.",19:37:04,Available
Lululemon,ONE SIZE,18.00,,,3820472,/p/yoga-accessories/W-Loop-It-Up-Mat-Strap-Squad/_/prod9040090,"A no-fuss mat strap perfect for carrying, well, your mat. It doubles as a strap to help you stretch. How about that?",19:37:04,Not instock
Lululemon,L/XL,38.00,,,126675102,/p/bags/Fast-and-Free-Run-Arm-Band/_/prod10190170,"Go the distance while staying 
connected. This low-profile 
armband is lightweight and 
breathable, making it perfect 
for long runs.",19:37:04,Available
Lululemon,ONE SIZE,16.00,,,3797266,/p/yoga-accessories/No-Limits-Stretching-Strap/_/prod3470019,We designed this strap to give you extra length and support as you move into deep stretches and binds.,19:37:04,Not instock
Lululemon,ONE SIZE,38.00,,,127825403,/p/yoga-accessories/Stow-and-Flow-Mat-Strap/_/prod10370185,"Wrap, stow, and go. This 
adjustable yoga mat strap 
comes with a zippered 
side pocket for your pre- and 
post-practice essentials.",19:37:04,Available
Lululemon,ONE SIZE,48.00,,,127575053,/p/yoga-accessories/The-Big-Towel/_/prod3470164,"When you need to get that extra bit of grip on your (big) yoga mat, toss down this absorbent microfibre towel and feel locked in to your flow.",19:37:04,Available
Lululemon,L/XL,16.00,,,127426830,/p/gloves-mittens/License-to-Train-Wrist-Band/_/prod10370139,"Tough workouts mean lots of
sweat. Keep it off your brow
in one quick swipe with these
wristbands that are extra-wide
for max absorption.",19:37:04,Available
Lululemon,ONE SIZE,42.00,,,124875040,/p/water-bottles/Stay-Hot-Keep-Cold-Bottle-Logo-Print/_/prod10290217,"Get a bottle that can do both. This double-walled stainless steel bottle keeps water cold for 24 hours and hot for nine.",19:37:04,Available
Lululemon,ONE SIZE,38.00,,,127451685,/p/bags/Take-it-On-Belt-Bag/_/prod10370189,This belt bag lets you keep what you need within arms reach for days on the go.,19:37:04,Not instock
Lululemon,M/L,18.00,14.00,,112975212,/p/men-socks/THE-Crew-Sock-MD/_/prod10400636,"These lightweight training 
socks were designed with 
breathable mesh construction 
so you can focus on performing 
during your sweatiest workouts.",19:37:04,Available
Lululemon,M/L,22.00,14.00,,109775038,/p/men-socks/THE-Crew-Sock-Silver-MD/_/prod9560017,"These lightweight training 
socks were designed with 
anti-stink technology and 
breathable mesh construction 
so you can focus on performing 
during your sweatiest workouts.",19:37:04,Available
Lululemon,L,118.00,84.00,,3751491,/p/men-ls-tops/Pocket-Protector-Buttondown-MD/_/prod10480013,,19:37:04,Available
Lululemon,0,68.00,,,130325062,/p/women-tanks/Rib-Zip-Front-Cropped-Run-Tank/_/prod10520013,"Tackle your personal best. 
This ribbed, high-neck tank 
has a front zipper so you can 
stay cool when your workout 
gets heated.",19:37:04,Available
Lululemon,28,128.00,79.00,,115175038,/p/mens-trousers/Commission-Pant-Slim-Light-MD/_/prod10390282,"Say hello to the classic chino pant, made our way—with hidden pockets, stretch, and ABC™ (Anti-Ball-Crushing) technology.",19:37:04,Not instock
Lululemon,ONE SIZE,14.00,,,124877188,/p/hair-accessories/Uplifting-Scrunchie-Bow-Velvet/_/prod9650009,Put a bow on it. We made this scrunchie to keep your hair out of your eyes during tough workouts.,19:37:04,Available
Lululemon,10,88.00,,,129150057,/p/tops-long-sleeve/LA-Super-Cropped-Turtleneck-Long-Sleeve/_/prod10420106,"A reputation, a vibe, a way of 
life. Designed in LA for you. 
Throw this super-cropped 
pullover on after class when 
you need that extra hit of 
warmth and softness.",19:37:04,Available
Lululemon,L,14.00,,,123550545,/p/women-socks/Power-Stride-NS-Sock-Active-Grip-W/_/prod9960783,"With all the features you need to work, sweat, and rest, these socks will get you through your whole day (and then some).",19:37:04,Not instock
Lululemon,ONE SIZE,48.00,,,124875044,/p/water-bottles/Back-to-Life-Sport-Bottle-32oz/_/prod10190145,"This insulated water bottle features a leak-proof lid and slip-free texture, so no matter how adventurous the adventure gets, your drink is safe.",19:37:04,Available
Lululemon,0,98.00,,,131150048,/p/women-bodysuits/Ribbed-Contoured-Yoga-Unitard-6/_/prod10510149,"From sun salutations to
restful moments in savasana,
this yoga unitard flows with
you. The flexible, ribbed
texture with a cool, smooth
sensation feels great next to
your skin.",19:37:04,Not instock
Lululemon,8,78.00,,,127875190,/p/tops-long-sleeve/LA-Tight-Fit-LS-Turtleneck/_/prod10390021,"A reputation, a vibe, a way of  life. Designed in LA for you. Ribbed, stretchy fabric and  contoured seams give this turtleneck a form-fitting silhouette.  ",19:37:04,Available
Lululemon,10,68.00,,,127875167,/p/women-tanks/LA-Mock-Neck-Layered-Crop-Tank/_/prod10410054,"A reputation, a vibe, a way of  life. Designed in LA for you.  This crop tank is tight to the body and gives  you that layered look without  the bulk. Did someone say effortless?",19:37:04,Available
Lululemon,0,58.00,,,133150425,/p/women-tanks/LA-Side-Cinch-Mock-Neck-Tank/_/prod10500029,"A reputation, a vibe, a way of 
life. Designed in LA for you. 
With dropped armholes and a 
side tie, this tank keeps it 
breezy and lets you adjust the 
fit when you're on the go.",19:37:05,Not instock
